,cords
15865,"(39.76913282225619, -86.09059427555611, 0.0)"
15866,"(39.76913282225619, -86.09059427555611, 0.0)"
15867,"(39.788628979591834, -86.17917895918367, 0.0)"
15868,"(39.788628979591834, -86.17917895918367, 0.0)"
15869,"(39.788628979591834, -86.17917895918367, 0.0)"
15870,"(39.788628979591834, -86.17917895918367, 0.0)"
15871,"(39.788628979591834, -86.17917895918367, 0.0)"
15872,"(39.788628979591834, -86.17917895918367, 0.0)"
15873,"(39.788628979591834, -86.17917895918367, 0.0)"
15874,"(39.788833, -86.180213, 0.0)"
15875,"(39.81437321459797, -86.12256687587816, 0.0)"
15876,"(39.788628979591834, -86.17917895918367, 0.0)"
15877,"(39.788628979591834, -86.17917895918367, 0.0)"
15878,"(39.788628979591834, -86.17917895918367, 0.0)"
15879,"(39.76913282225619, -86.09059427555611, 0.0)"
15880,"(39.69630743450137, -86.0861384185884, 0.0)"
15881,"(39.69630743450137, -86.0861384185884, 0.0)"
15882,"(39.78960711494565, -86.11898766572826, 0.0)"
15883,"(39.78960711494565, -86.11898766572826, 0.0)"
15884,"(39.78960711494565, -86.11898766572826, 0.0)"
15885,"(39.78960711494565, -86.11898766572826, 0.0)"
15886,"(39.78960711494565, -86.11898766572826, 0.0)"
15887,"(39.8110242, -86.0739628, 0.0)"
15888,"(39.8110242, -86.0739628, 0.0)"
15889,"(39.8110242, -86.0739628, 0.0)"
15890,"(39.8110242, -86.0739628, 0.0)"
15891,"(39.8110242, -86.0739628, 0.0)"
15892,"(39.8110242, -86.0739628, 0.0)"
15893,"(39.763343, -86.15812, 0.0)"
15894,"(39.73404909090909, -86.13837696969696, 0.0)"
15895,"(39.73404909090909, -86.13837696969696, 0.0)"
15896,"(39.73404909090909, -86.13837696969696, 0.0)"
15897,"(39.73404909090909, -86.13837696969696, 0.0)"
15898,"(39.80267427778905, -86.00487618363476, 0.0)"
15899,"(39.80267427778905, -86.00487618363476, 0.0)"
15900,"(39.80267427778905, -86.00487618363476, 0.0)"
15901,"(39.90135808134522, -86.1811813110885, 0.0)"
15902,"(39.787952, -86.215921, 0.0)"
15903,"(39.918404, -85.946761, 0.0)"
15904,"(39.76140768456376, -86.12543999328858, 0.0)"
15905,"(39.76140768456376, -86.12543999328858, 0.0)"
15906,"(39.75778864145731, -86.11533782890204, 0.0)"
15907,"(39.7732896, -86.0229565, 0.0)"
15908,"(39.76140768456376, -86.12543999328858, 0.0)"
15909,"(39.726456, -86.260806, 0.0)"
15910,"(39.726456, -86.260806, 0.0)"
15911,"(39.7732896, -86.0229565, 0.0)"
15912,"(39.7732896, -86.0229565, 0.0)"
15913,"(39.820706, -86.28628729032258, 0.0)"
15914,"(39.820706, -86.28628729032258, 0.0)"
15915,"(39.820706, -86.28628729032258, 0.0)"
15916,"(39.7872022, -86.1893936, 0.0)"
15917,"(39.76913282225619, -86.09059427555611, 0.0)"
15918,"(39.76913282225619, -86.09059427555611, 0.0)"
15919,"(39.76913282225619, -86.09059427555611, 0.0)"
15920,"(39.833566530612245, -85.99142526530612, 0.0)"
15921,"(39.795797, -86.268529, 0.0)"
15922,"(39.795797, -86.268529, 0.0)"
15923,"(39.75821928571428, -86.25542563265307, 0.0)"
15924,"(39.75821928571428, -86.25542563265307, 0.0)"
15925,"(39.883464204081626, -86.06934197959184, 0.0)"
15926,"(39.8252384, -86.1561245, 0.0)"
15927,"(39.8252384, -86.1561245, 0.0)"
15928,"(39.754615, -86.196936, 0.0)"
15929,"(39.754615, -86.196936, 0.0)"
15930,"(39.78960711494565, -86.11898766572826, 0.0)"
15931,"(39.78960711494565, -86.11898766572826, 0.0)"
15932,"(39.78960711494565, -86.11898766572826, 0.0)"
15933,"(39.78960711494565, -86.11898766572826, 0.0)"
15934,"(39.788628979591834, -86.17917895918367, 0.0)"
15935,"(39.78088193877551, -86.21323630612245, 0.0)"
15936,"(39.78088193877551, -86.21323630612245, 0.0)"
15937,"(39.78088193877551, -86.21323630612245, 0.0)"
15938,"(39.78088193877551, -86.21323630612245, 0.0)"
15939,"(39.8525699, -86.3010514, 0.0)"
15940,"(39.8525699, -86.3010514, 0.0)"
15941,"(39.6825967, -86.2851867, 0.0)"
15942,"(39.77659667043126, -86.1155233093682, 0.0)"
15943,"(39.74857391836734, -86.13070351020407, 0.0)"
15944,"(39.818493, -86.04328, 0.0)"
15945,"(39.818493, -86.04328, 0.0)"
15946,"(39.818493, -86.04328, 0.0)"
15947,"(39.818493, -86.04328, 0.0)"
15948,"(39.908611, -86.0987573, 0.0)"
15949,"(39.774160531250004, -86.10233162499999, 0.0)"
15950,"(39.762879408163265, -86.16055371428571, 0.0)"
15951,"(39.762879408163265, -86.16055371428571, 0.0)"
15952,"(39.754615, -86.196936, 0.0)"
15953,"(39.776325958079376, -86.12680506217231, 0.0)"
15954,"(39.762879408163265, -86.16055371428571, 0.0)"
15955,"(39.762834591836736, -86.15866104081633, 0.0)"
15956,"(39.762834591836736, -86.15866104081633, 0.0)"
15957,"(39.763343, -86.15812, 0.0)"
15958,"(39.787952, -86.215921, 0.0)"
15959,"(39.833566530612245, -85.99142526530612, 0.0)"
15960,"(39.77384214285714, -86.21912, 0.0)"
15961,"(39.8235562, -86.2754768, 0.0)"
15962,"(39.726456, -86.260806, 0.0)"
15963,"(39.726456, -86.260806, 0.0)"
15964,"(39.78047233333333, -86.15587077777778, 0.0)"
15965,"(39.78047233333333, -86.15587077777778, 0.0)"
15966,"(39.78047233333333, -86.15587077777778, 0.0)"
15967,"(39.78047233333333, -86.15587077777778, 0.0)"
15968,"(39.7800328367347, -86.1198541632653, 0.0)"
15969,"(39.7800328367347, -86.1198541632653, 0.0)"
15970,"(39.7800328367347, -86.1198541632653, 0.0)"
15971,"(39.7800328367347, -86.1198541632653, 0.0)"
15972,"(39.8235562, -86.2754768, 0.0)"
15973,"(39.73777061971831, -86.12370428169014, 0.0)"
15974,"(39.73777061971831, -86.12370428169014, 0.0)"
15975,"(39.73777061971831, -86.12370428169014, 0.0)"
15976,"(39.73777061971831, -86.12370428169014, 0.0)"
15977,"(39.73777061971831, -86.12370428169014, 0.0)"
15978,"(39.73777061971831, -86.12370428169014, 0.0)"
15979,"(39.73777061971831, -86.12370428169014, 0.0)"
15980,"(39.8206156122449, -86.02770497959183, 0.0)"
15981,"(39.8206156122449, -86.02770497959183, 0.0)"
15982,"(39.77384214285714, -86.21912, 0.0)"
15983,"(39.822637, -86.04126128571428, 0.0)"
15984,"(39.822637, -86.04126128571428, 0.0)"
15985,"(39.810577, -86.0647121, 0.0)"
15986,"(39.810577, -86.0647121, 0.0)"
15987,"(39.7739089, -86.0084202, 0.0)"
15988,"(39.7739089, -86.0084202, 0.0)"
15989,"(39.7739089, -86.0084202, 0.0)"
15990,"(39.7739089, -86.0084202, 0.0)"
15991,"(39.7739089, -86.0084202, 0.0)"
15992,"(39.7739089, -86.0084202, 0.0)"
15993,"(39.8206156122449, -86.02770497959183, 0.0)"
15994,"(39.90486865, -86.05882700000001, 0.0)"
15995,"(39.90486865, -86.05882700000001, 0.0)"
15996,"(39.90486865, -86.05882700000001, 0.0)"
15997,"(39.90486865, -86.05882700000001, 0.0)"
15998,"(39.90486865, -86.05882700000001, 0.0)"
15999,"(39.78467711111111, -86.15407077777778, 0.0)"
16000,"(39.76190070707071, -86.27918384848485, 0.0)"
16001,"(39.76190070707071, -86.27918384848485, 0.0)"
16002,"(39.76190070707071, -86.27918384848485, 0.0)"
16003,"(39.784574303030304, -86.20096888888888, 0.0)"
16004,"(39.8206156122449, -86.02770497959183, 0.0)"
16005,"(39.86977934693878, -86.14446159183673, 0.0)"
16006,"(39.86977934693878, -86.14446159183673, 0.0)"
16007,"(39.76308, -86.15778216241392, 0.0)"
16008,"(39.776325958079376, -86.12680506217231, 0.0)"
16009,"(39.8206156122449, -86.02770497959183, 0.0)"
16010,"(39.8206156122449, -86.02770497959183, 0.0)"
16011,"(39.784574303030304, -86.20096888888888, 0.0)"
16012,"(39.784574303030304, -86.20096888888888, 0.0)"
16013,"(39.76308, -86.15778216241392, 0.0)"
16014,"(39.784574303030304, -86.20096888888888, 0.0)"
16015,"(39.82448664646464, -86.04576760606061, 0.0)"
16016,"(39.76308, -86.15778216241392, 0.0)"
16017,"(39.76308, -86.15778216241392, 0.0)"
16018,"(39.761494, -86.1569884375, 0.0)"
16019,"(39.761494, -86.1569884375, 0.0)"
16020,"(39.761494, -86.1569884375, 0.0)"
16021,"(39.761494, -86.1569884375, 0.0)"
16022,"(39.70368318000966, -86.14188229010114, 0.0)"
16023,"(39.8206156122449, -86.02770497959183, 0.0)"
16024,"(39.700287813340694, -86.13134078706655, 0.0)"
16025,"(39.8206156122449, -86.02770497959183, 0.0)"
16026,"(39.700287813340694, -86.13134078706655, 0.0)"
16027,"(39.8206156122449, -86.02770497959183, 0.0)"
16028,"(39.78727571566215, -86.15568088329802, 0.0)"
16029,"(39.78727571566215, -86.15568088329802, 0.0)"
16030,"(39.78727571566215, -86.15568088329802, 0.0)"
16031,"(39.792489, -86.113145, 0.0)"
16032,"(39.792489, -86.113145, 0.0)"
16033,"(39.792489, -86.113145, 0.0)"
16034,"(39.792489, -86.113145, 0.0)"
16035,"(39.792489, -86.113145, 0.0)"
16036,"(39.8206156122449, -86.02770497959183, 0.0)"
16037,"(39.8206156122449, -86.02770497959183, 0.0)"
16038,"(39.8206156122449, -86.02770497959183, 0.0)"
16039,"(39.6957706122449, -86.24984128571428, 0.0)"
16040,"(39.6957706122449, -86.24984128571428, 0.0)"
16041,"(39.6957706122449, -86.24984128571428, 0.0)"
16042,"(39.754615, -86.196936, 0.0)"
16043,"(39.7800328367347, -86.1198541632653, 0.0)"
16044,"(39.7800328367347, -86.1198541632653, 0.0)"
16045,"(39.7800328367347, -86.1198541632653, 0.0)"
16046,"(39.700287813340694, -86.13134078706655, 0.0)"
16047,"(39.700287813340694, -86.13134078706655, 0.0)"
16048,"(39.7800328367347, -86.1198541632653, 0.0)"
16049,"(39.7800328367347, -86.1198541632653, 0.0)"
16050,"(39.7800328367347, -86.1198541632653, 0.0)"
16051,"(39.7800328367347, -86.1198541632653, 0.0)"
16052,"(39.7800328367347, -86.1198541632653, 0.0)"
16053,"(39.824679886782164, -85.9699590563424, 0.0)"
16054,"(39.76308, -86.15778216241392, 0.0)"
16055,"(39.76308, -86.15778216241392, 0.0)"
16056,"(39.76308, -86.15778216241392, 0.0)"
16057,"(39.76308, -86.15778216241392, 0.0)"
16058,"(39.76308, -86.15778216241392, 0.0)"
16059,"(39.77906828571429, -86.10942885714286, 0.0)"
16060,"(39.77906828571429, -86.10942885714286, 0.0)"
16061,"(39.695879, -86.242283, 0.0)"
16062,"(39.695879, -86.242283, 0.0)"
16063,"(39.695879, -86.242283, 0.0)"
16064,"(39.695879, -86.242283, 0.0)"
16065,"(39.762834591836736, -86.15866104081633, 0.0)"
16066,"(39.76308, -86.15778216241392, 0.0)"
16067,"(39.8816559, -86.0671619, 0.0)"
16068,"(39.8816559, -86.0671619, 0.0)"
16069,"(39.8816559, -86.0671619, 0.0)"
16070,"(39.796527314207175, -86.04900997287979, 0.0)"
16071,"(39.796527314207175, -86.04900997287979, 0.0)"
16072,"(39.796527314207175, -86.04900997287979, 0.0)"
16073,"(39.796527314207175, -86.04900997287979, 0.0)"
16074,"(39.7739089, -86.0084202, 0.0)"
16075,"(39.823763650000004, -86.15622397270144, 0.0)"
16076,"(39.82171628571429, -86.24379666666667, 0.0)"
16077,"(39.82171628571429, -86.24379666666667, 0.0)"
16078,"(39.7717517322364, -86.2309655012103, 0.0)"
16079,"(39.823763650000004, -86.15622397270144, 0.0)"
16080,"(39.823763650000004, -86.15622397270144, 0.0)"
16081,"(39.792489, -86.113145, 0.0)"
16082,"(39.792489, -86.113145, 0.0)"
16083,"(39.792489, -86.113145, 0.0)"
16084,"(39.792489, -86.113145, 0.0)"
16085,"(39.82502, -86.160499, 0.0)"
16086,"(39.921150850000004, -86.1587667359691, 0.0)"
16087,"(39.763343, -86.15812, 0.0)"
16088,"(39.7717517322364, -86.2309655012103, 0.0)"
16089,"(39.78047233333333, -86.15587077777778, 0.0)"
16090,"(39.78047233333333, -86.15587077777778, 0.0)"
16091,"(39.76308, -86.15778216241392, 0.0)"
16092,"(39.76308, -86.15778216241392, 0.0)"
16093,"(39.8240186122449, -86.12569271428572, 0.0)"
16094,"(39.8240186122449, -86.12569271428572, 0.0)"
16095,"(39.8240186122449, -86.12569271428572, 0.0)"
16096,"(39.8240186122449, -86.12569271428572, 0.0)"
16097,"(39.796841, -86.00286, 0.0)"
16098,"(39.796841, -86.00286, 0.0)"
16099,"(39.796841, -86.00286, 0.0)"
16100,"(39.796841, -86.00286, 0.0)"
16101,"(39.818053, -86.10256, 0.0)"
16102,"(39.818053, -86.10256, 0.0)"
16103,"(39.818053, -86.10256, 0.0)"
16104,"(39.818053, -86.10256, 0.0)"
16105,"(39.818053, -86.10256, 0.0)"
16106,"(39.818053, -86.10256, 0.0)"
16107,"(39.796841, -86.00286, 0.0)"
16108,"(39.796841, -86.00286, 0.0)"
16109,"(39.796841, -86.00286, 0.0)"
16110,"(39.796841, -86.00286, 0.0)"
16111,"(39.796841, -86.00286, 0.0)"
16112,"(39.78013275510204, -86.09986904081633, 0.0)"
16113,"(39.78013275510204, -86.09986904081633, 0.0)"
16114,"(39.794616469387755, -86.18298257142857, 0.0)"
16115,"(39.794616469387755, -86.18298257142857, 0.0)"
16116,"(39.794616469387755, -86.18298257142857, 0.0)"
16117,"(39.763343, -86.15812, 0.0)"
16118,"(39.76308, -86.15778216241392, 0.0)"
16119,"(39.70368318000966, -86.14188229010114, 0.0)"
16120,"(39.695879, -86.242283, 0.0)"
16121,"(39.695879, -86.242283, 0.0)"
16122,"(39.695879, -86.242283, 0.0)"
16123,"(39.695879, -86.242283, 0.0)"
16124,"(39.695879, -86.242283, 0.0)"
16125,"(39.695879, -86.242283, 0.0)"
16126,"(39.695879, -86.242283, 0.0)"
16127,"(39.695879, -86.242283, 0.0)"
16128,"(39.695879, -86.242283, 0.0)"
16129,"(39.784574303030304, -86.20096888888888, 0.0)"
16130,"(39.784574303030304, -86.20096888888888, 0.0)"
16131,"(39.784574303030304, -86.20096888888888, 0.0)"
16132,"(39.784574303030304, -86.20096888888888, 0.0)"
16133,"(39.784574303030304, -86.20096888888888, 0.0)"
16134,"(39.7955431, -86.1690145, 0.0)"
16135,"(39.7955431, -86.1690145, 0.0)"
16136,"(39.7955431, -86.1690145, 0.0)"
16137,"(39.795948, -86.149611, 0.0)"
16138,"(39.795948, -86.149611, 0.0)"
16139,"(39.8288338, -86.02874826666667, 0.0)"
16140,"(39.8288338, -86.02874826666667, 0.0)"
16141,"(39.8288338, -86.02874826666667, 0.0)"
16142,"(39.8288338, -86.02874826666667, 0.0)"
16143,"(39.8288338, -86.02874826666667, 0.0)"
16144,"(39.8288338, -86.02874826666667, 0.0)"
16145,"(39.763333, -86.24873566666666, 0.0)"
16146,"(39.763333, -86.24873566666666, 0.0)"
16147,"(39.700287813340694, -86.13134078706655, 0.0)"
16148,"(39.700287813340694, -86.13134078706655, 0.0)"
16149,"(39.794616469387755, -86.18298257142857, 0.0)"
16150,"(39.794616469387755, -86.18298257142857, 0.0)"
16151,"(39.794616469387755, -86.18298257142857, 0.0)"
16152,"(39.792489, -86.113145, 0.0)"
16153,"(39.7299151, -86.3248449, 0.0)"
16154,"(39.7299151, -86.3248449, 0.0)"
16155,"(39.7299151, -86.3248449, 0.0)"
16156,"(39.77384214285714, -86.21912, 0.0)"
16157,"(39.77384214285714, -86.21912, 0.0)"
16158,"(39.74702759731544, -86.12550620134228, 0.0)"
16159,"(39.74702759731544, -86.12550620134228, 0.0)"
16160,"(39.74702759731544, -86.12550620134228, 0.0)"
16161,"(39.74702759731544, -86.12550620134228, 0.0)"
16162,"(39.89283923347041, -86.19634631093867, 0.0)"
16163,"(39.89283923347041, -86.19634631093867, 0.0)"
16164,"(39.89283923347041, -86.19634631093867, 0.0)"
16165,"(39.89283923347041, -86.19634631093867, 0.0)"
16166,"(39.89283923347041, -86.19634631093867, 0.0)"
16167,"(39.89283923347041, -86.19634631093867, 0.0)"
16168,"(39.89283923347041, -86.19634631093867, 0.0)"
16169,"(39.89283923347041, -86.19634631093867, 0.0)"
16170,"(39.89283923347041, -86.19634631093867, 0.0)"
16171,"(39.89283923347041, -86.19634631093867, 0.0)"
16172,"(39.7299151, -86.3248449, 0.0)"
16173,"(39.743245333333334, -86.08764764444444, 0.0)"
16174,"(39.743245333333334, -86.08764764444444, 0.0)"
16175,"(39.743245333333334, -86.08764764444444, 0.0)"
16176,"(39.774144235434754, -86.00364636311822, 0.0)"
16177,"(39.774144235434754, -86.00364636311822, 0.0)"
16178,"(39.774144235434754, -86.00364636311822, 0.0)"
16179,"(39.89283923347041, -86.19634631093867, 0.0)"
16180,"(39.89283923347041, -86.19634631093867, 0.0)"
16181,"(39.71880485714286, -86.25447026530611, 0.0)"
16182,"(39.763343, -86.15812, 0.0)"
16183,"(39.794616469387755, -86.18298257142857, 0.0)"
16184,"(39.794616469387755, -86.18298257142857, 0.0)"
16185,"(39.6678267, -86.088909790625, 0.0)"
16186,"(39.763287235294115, -86.15812229411765, 0.0)"
16187,"(39.833485, -86.009975, 0.0)"
16188,"(39.833485, -86.009975, 0.0)"
16189,"(39.833485, -86.009975, 0.0)"
16190,"(39.811097, -86.083112, 0.0)"
16191,"(39.811097, -86.083112, 0.0)"
16192,"(39.811097, -86.083112, 0.0)"
16193,"(39.811097, -86.083112, 0.0)"
16194,"(39.7955431, -86.1690145, 0.0)"
16195,"(39.7955431, -86.1690145, 0.0)"
16196,"(39.6678267, -86.088909790625, 0.0)"
16197,"(39.764295929411766, -86.1269693882353, 0.0)"
16198,"(39.764295929411766, -86.1269693882353, 0.0)"
16199,"(39.9160549, -86.1554158, 0.0)"
16200,"(39.9160549, -86.1554158, 0.0)"
16201,"(39.700287813340694, -86.13134078706655, 0.0)"
16202,"(39.700287813340694, -86.13134078706655, 0.0)"
16203,"(39.90486865, -86.05882700000001, 0.0)"
16204,"(39.90486865, -86.05882700000001, 0.0)"
16205,"(39.90486865, -86.05882700000001, 0.0)"
16206,"(39.90486865, -86.05882700000001, 0.0)"
16207,"(39.78960711494565, -86.11898766572826, 0.0)"
16208,"(39.7955431, -86.1690145, 0.0)"
16209,"(39.824679886782164, -85.9699590563424, 0.0)"
16210,"(39.824679886782164, -85.9699590563424, 0.0)"
16211,"(39.67023527525827, -86.2700263615156, 0.0)"
16212,"(39.67023527525827, -86.2700263615156, 0.0)"
16213,"(39.67023527525827, -86.2700263615156, 0.0)"
16214,"(39.67023527525827, -86.2700263615156, 0.0)"
16215,"(39.77848151502609, -86.15573126393447, 0.0)"
16216,"(39.787176261602006, -86.15589839486029, 0.0)"
16217,"(39.86978735416667, -86.14010950000001, 0.0)"
16218,"(39.71880485714286, -86.25447026530611, 0.0)"
16219,"(39.76890634693878, -86.20402734693877, 0.0)"
16220,"(39.76890634693878, -86.20402734693877, 0.0)"
16221,"(39.760052, -86.158465, 0.0)"
16222,"(39.760052, -86.158465, 0.0)"
16223,"(39.74963979591836, -86.16144565306122, 0.0)"
16224,"(39.74963979591836, -86.16144565306122, 0.0)"
16225,"(39.76890634693878, -86.20402734693877, 0.0)"
16226,"(39.76890634693878, -86.20402734693877, 0.0)"
16227,"(39.82762586403549, -86.2681908114604, 0.0)"
16228,"(39.82762586403549, -86.2681908114604, 0.0)"
16229,"(39.774144235434754, -86.00364636311822, 0.0)"
16230,"(39.774144235434754, -86.00364636311822, 0.0)"
16231,"(39.774144235434754, -86.00364636311822, 0.0)"
16232,"(39.774144235434754, -86.00364636311822, 0.0)"
16233,"(39.774144235434754, -86.00364636311822, 0.0)"
16234,"(39.77521755555556, -86.19682633333333, 0.0)"
16235,"(39.77521755555556, -86.19682633333333, 0.0)"
16236,"(39.82762586403549, -86.2681908114604, 0.0)"
16237,"(39.82762586403549, -86.2681908114604, 0.0)"
16238,"(39.82762586403549, -86.2681908114604, 0.0)"
16239,"(39.82762586403549, -86.2681908114604, 0.0)"
16240,"(39.82762586403549, -86.2681908114604, 0.0)"
16241,"(39.82762586403549, -86.2681908114604, 0.0)"
16242,"(39.82762586403549, -86.2681908114604, 0.0)"
16243,"(39.82762586403549, -86.2681908114604, 0.0)"
16244,"(39.82762586403549, -86.2681908114604, 0.0)"
16245,"(39.82762586403549, -86.2681908114604, 0.0)"
16246,"(39.82762586403549, -86.2681908114604, 0.0)"
16247,"(39.82762586403549, -86.2681908114604, 0.0)"
16248,"(39.82762586403549, -86.2681908114604, 0.0)"
16249,"(39.82762586403549, -86.2681908114604, 0.0)"
16250,"(39.82762586403549, -86.2681908114604, 0.0)"
16251,"(39.82762586403549, -86.2681908114604, 0.0)"
16252,"(39.82762586403549, -86.2681908114604, 0.0)"
16253,"(39.82762586403549, -86.2681908114604, 0.0)"
16254,"(39.773932, -86.138286, 0.0)"
16255,"(39.773932, -86.138286, 0.0)"
16256,"(39.773932, -86.138286, 0.0)"
16257,"(39.773932, -86.138286, 0.0)"
16258,"(39.773932, -86.138286, 0.0)"
16259,"(39.7905769, -86.0016799, 0.0)"
16260,"(39.7905769, -86.0016799, 0.0)"
16261,"(39.832767530612244, -85.95876989795919, 0.0)"
16262,"(39.78960711494565, -86.11898766572826, 0.0)"
16263,"(39.78960711494565, -86.11898766572826, 0.0)"
16264,"(39.822637, -86.04126128571428, 0.0)"
16265,"(39.822637, -86.04126128571428, 0.0)"
16266,"(39.810577, -86.0647121, 0.0)"
16267,"(39.810577, -86.0647121, 0.0)"
16268,"(39.7739089, -86.0084202, 0.0)"
16269,"(39.7739089, -86.0084202, 0.0)"
16270,"(39.7739089, -86.0084202, 0.0)"
16271,"(39.7739089, -86.0084202, 0.0)"
16272,"(39.7739089, -86.0084202, 0.0)"
16273,"(39.7739089, -86.0084202, 0.0)"
16274,"(39.7739089, -86.0084202, 0.0)"
16275,"(39.682897, -86.269304, 0.0)"
16276,"(39.82499265306122, -86.15946154081632, 0.0)"
16277,"(39.82499265306122, -86.15946154081632, 0.0)"
16278,"(39.82499265306122, -86.15946154081632, 0.0)"
16279,"(39.82502, -86.160499, 0.0)"
16280,"(39.832767530612244, -85.95876989795919, 0.0)"
16281,"(39.832767530612244, -85.95876989795919, 0.0)"
16282,"(39.832767530612244, -85.95876989795919, 0.0)"
16283,"(39.832767530612244, -85.95876989795919, 0.0)"
16284,"(39.832767530612244, -85.95876989795919, 0.0)"
16285,"(39.8722854, -86.1462189, 0.0)"
16286,"(39.7955431, -86.1690145, 0.0)"
16287,"(39.776551, -86.101175, 0.0)"
16288,"(39.7849011010101, -86.20529314141413, 0.0)"
16289,"(39.9139463, -86.137216, 0.0)"
16290,"(39.7636156, -86.1445155, 0.0)"
16291,"(39.7636156, -86.1445155, 0.0)"
16292,"(39.7636156, -86.1445155, 0.0)"
16293,"(39.7636156, -86.1445155, 0.0)"
16294,"(39.7636156, -86.1445155, 0.0)"
16295,"(39.7636156, -86.1445155, 0.0)"
16296,"(39.76400075, -86.15872586076406, 0.0)"
16297,"(39.921150850000004, -86.1587667359691, 0.0)"
16298,"(39.8235562, -86.2754768, 0.0)"
16299,"(39.8235562, -86.2754768, 0.0)"
16300,"(39.8235562, -86.2754768, 0.0)"
16301,"(39.8235562, -86.2754768, 0.0)"
16302,"(39.8356795, -86.05856014285715, 0.0)"
16303,"(39.6957706122449, -86.24984128571428, 0.0)"
16304,"(39.6957706122449, -86.24984128571428, 0.0)"
16305,"(39.6957706122449, -86.24984128571428, 0.0)"
16306,"(39.70368318000966, -86.14188229010114, 0.0)"
16307,"(39.695879, -86.242283, 0.0)"
